Wine ID,Year,Rating,Comment,Winery,Wine,Rating_avg,Num_reviews,Price,Region,Country
6353184,2020,4.0,"Full body, fruity, purple",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,4.0,"Very smooth and easy to drink. A great, reasonably priced option!
",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,4.0,"Good medium bodied wine, low to medium acidity, low to medium tannins. My bottle was slightly oxidated. Main aromas: leather rubber red fruit espresso smoke cherry cola. ",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,4.0,"Nice color, tastes really good",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,2.0,Good enough but not special.,Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,3.5,This is very drinkable and has some nice earthy notes,Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,3.5,beautiful dark red;  clear almond in the nose;  dry;  lots of red fruit;  also some bitterness,Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,4.5,Yummmmm. Rich and fruity but not too sweet. Full without being heavy. ,Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,4.0,Great wine for the price. Got it for $13.95 ,Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,4.0,Fruity and strong. Must take you time for drinking. Ideal after a busy working day with lots of rain going down. ,Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,5.0,"Fruity, light, strawberries, wild cherry",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,3.0,"Disappointing, not what one expects from a Douro red. Second bottle was better.",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,4.5,"Love this wine. Smooth,fruity, full bodied, suits my palette perfectly. ",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,4.1,Mjammie. Prima Portugees. Fruitig stevig donker. Tannines in orde. Eiken. Vaag iets van sigaar. Veel stevig rood fruit. Wat aardse tinten. ,Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,4.0,Great for what it is,Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,3.5,Easy drinker...nice and bodied. Good overall.,Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,3.5,"Earthy nose. In the mouth, nice fruit up front with a bold pepper finish. Went beautifully with dried figs. Good value. ",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,4.1,"Verrukkelijk zwart fruit, donkere kersen, beetje cacao en sigaartje. Fluwelig van smaak, fraai in de balans. Vooral heel erg aards in de afdronk waar je zelfs wat leer kan proeven ",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,3.5,"Sweeter, Smokey good ",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,3.5,"Very jammy, okay for the price.",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,3.0,Pleasant but I preferred the Quatro Ventos I had it with ,Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,4.0,"Zwart fruit, kruidigheid. Voldoende zuren en vrij milde tannines. Blijft mooi een onversterkte rode wijn uit de Douro. ",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,3.0,dry with quite heavy tannin and cassis,Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,3.7,"Noter af modne kirsebær, skovbær, skovbund, læder samt hint af kaffe. Smagen er kraftig, krydret og let syrlig med behagelig tannin.",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,3.5,"Easy to drink, not offensive but not exciting",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,3.0,Lower acid but nice fruity profile. Easy drinking.,Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,3.0,"Ok, but got much better after in the decanter ",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,2.5,"Red fruit, spice, rubber",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,3.7,Bij opening droog en stevig met een bittertje en een tinteling. Donker fruit met aardse tonen in een helaas wat beperkt palet. Zachte zuren en tannines. Kortom een zeer acceptabele Dourowijn uit Portugal ,Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,3.8,"Leer en rood fruitig, zachtblauwe tannines maar nog stevig in de zuren. Lange zwart fruitige afdronk",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,4.0,"Wat is dit lekker zeg , Kruidig laurier, stal leer en aards.
Gegeten met hot scampi en gerookte kaas.
Ook een mooi prijs bij Colaris.
",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,3.4,"Een ronde, wat gepolijste smaak. Zacht van karakter, met wel een klein scherp randje (ik lees leer, cacao). Maar het is de kers bij de afdronk die deze Douro kleur geeft. ",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,4.0,"Smaakvol, soepel. ",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,3.8,"Droog, leer, cacao framboos ",Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
6353184,2020,4.1,Erg lekkere wijn bij de rollade! @[1|46602941|robin kamphuis],Quinta Dona Mafalda,Little Mafalda 2020,3.9,41,10.75,Douro,Portugal
1578725,2012,4.0,"Very strong dark chocolate on the first notes, with strong presence of dark fruit, blueberry, blackberry. Ready to drink wine. ",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,3.0,"Very dry wine yet oh so fruity. It’s a Bordeaux blend, which is very clear from the taste. It smells of strawberry. The taste is best described as a red berry compote, with red currant and blueberry being the most prominent flavors. ",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.0,Petit Verdot translates to small glass of water- this suits this wine perfectly! Light and delicate but delicious. Pair with red meat or enjoy with some tapas. We are delighted. ,Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,3.5,"Strong tannins, shy bouquet. Black currant. Chocolate, good potential. ",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.0,"Very nice young wine 
Petit verdot grape from algarve ",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,5.0,Amazing stuff even impressed a visiting munkskänk :),Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.0,Very nice! Wine tasting at the wine cellar. Small but quality winemaker! I loved this Petit Verdot,Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.5,"Petit verdot, a great grape. This one is full of body, good age to open the bottle. Obrigado for this great taste",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,3.5,A dark purple Algarve wine with a discreet nose on red fruits. The palate is however quite complete and talkative with high tannins.,Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.0,"Algarve is up and coming...

This mono-varietal Petit-Verdot from southern Portugal is very interesting: Nose shows dark fruit, smoked meat, pencil shavings, dark chocolate, sage, lavender and lilacs. On palate; firm but great tannin, med plus finish. Salty, fruity, floral. 18,5/20.",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.0,"Dark fruit, black current nice tail",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.0,The One I Like ,Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.5,"A Wonderful petite Verdot wine. Full body, long taste and absolutely perfect with the grilled Angus beef and asparagus. Must be one of the better red wines here in Algarve. ",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,5.0,Great red berries red from an organic local wine producer in the Algarve wine region of Lagos. Monte do Além is one of the top red wine wine producers in the Algarve.,Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,3.5,Corpo médio com taninos bem presentes. Nariz intenso com aromas de frutos vermelhos. Na boca tem notas de frutos do bosque e tabaco.,Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,5.0,"Full bodied wine, pairs well with red meat",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,5.0,Amazing for the price!,Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.0,Eigenartige Nase,Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.0,Ótimo! ,Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.0,"
",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,3.5,Mais um vinho interessante do Algarve é pena não ser de casta nacional ,Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,3.5,"Little more tannins, flavours of cassis, maybe of black forest fruits. Quickly vanishing aftertaste.",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.0,"Puissance et élégance 
Un vin très agréable ",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,3.5,Spännande med ren Petit Verdot. Smakrikt från liten vingård norr om Lagos.,Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,2.0,Assez moyen en terme de qualité / prix. ,Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.0,"J’adore cette maison d’Algarve. Un cépage français en 100% pour un vin 100% portugais. 
On sent bien l’influence maritime et les tannins sont encore fort puissant pour cette version de 2011. Ce qui laisse présager de belles augures pour le deuxième magnum que j’ai encore en stock… 

Belles notes de fruits rouges 
Figue et noisette 
Sous bois et notes de bois 
Poivre et cannelle vanillée 

Et en plus les producteurs sont belges de souvenirs … ",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.0,"Para mim , sem dúvida, 4 estrelas sem pestanejar. Excelente Petit Verdot de Odiáxere e de agricultura biológica. Nariz potente. É muito espesso e cremoso na boca com notas de madeira exótica e um final marcante . Alguma adstringência no palato . Deste , gostei mesmo. ",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.0,Bom,Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.0,"Beaucoup de matière, couleur très foncée, arôme de de fruits noirs et de cuir. Très réussi pour un mono cépage. Je l’ai dégusté après un Bordeaux et il l’a surclassé très facilement. ",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.0,"Satter taninhaltiger Geschmack 
 Dunkle Frucht Dunkle Schokolade Schokolade",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,3.8,"Aan de droge kant , maar wel een fijne, volle wijn uit de Algarve",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.0,"Ein Petit Verdot aus Portugal: Dieser Wein verbindet tpypische portugisische Aromen wie Schokolade mit typischen Petit Verdot Aromen... Rauch, Fleisch, dunkle Früchte. Komplex, positiv typisch, full bodied, sehr guter Wein. 3.9 von 5 Sternen.",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,5.0,Magnifique . Surtout au vin d'auteur à genappe ,Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,3.0,"Nota 16,12/20",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,4.0,Отличное вино. Черные ягоды и фрукты. Хороший баланс и долгое послевкусие. Пить!,Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,5.0,100 % petit verdot ! Une merveille,Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,3.0,"Muito bom, uma agradável surpresa da região",Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
1578725,2012,5.0,Muito Bom ,Monte do Além,Petit Verdot 2012,3.8,54,11.28,Algarve,Portugal
5485856,2021,4.0,"It’s big & bold and has just about everything - blackcurrants, plums and cherries with a lash of leather and a chew of liquorice root, sultry and indulgent, a few wafts of campfire smoke - Portuguese Perfection (…. Well, almost)!",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.1,"Soft, with berry-fruit taste, but at the same time dryish red, typical understated Portuguese taste. Great dark, inky colour in the glass. Good VFM
",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.0,Distinct vanilla and cherry notes to this delicious wine. Well awarded and rightly so for its deep intense and smooth flavour and spicy aftertaste ,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.0,"If you like Cabernet Sauvignon, give this a try. It's medium to full bodied. Flavours of black cherry, chocolate and tobacco. Medium+ tannins. ",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.0,Intense dark red and purple in the glass. Vanilla and sour black cherry at the front with some pepper bite at the end. Maybe some chocolate in there with sweetness along for the ride. Some tannins but not so much that overpowers the main fruit profile. Quite a smooth yet powerful wine - and good! A good one for winter especially. ,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.0,"Plum jam in a glass with spice that leaves a warm feeling across the tongue.

Purchased from Laithwaites wines online at a very good price. Excellent value and very drinkable. plum oak oak @

",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.0,"Leggy, spicy and cherries and slightly ripe grapes. You can really taste the oak in the finish cherry oak raspberry.",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.0,Tasty dark fruit flavours - black cherry and plum - and a slight jamminess. Very easy to drink. From Laithwaites.,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.0,"After opening it I had it rest, after that it was simply amazing. A bit sweet, but rounded and full of flavour ",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.2,Just as good as the 2020. The vanilla really makes it so nice as a wine that doesn’t need food. ,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.0,"Cinnamon, cherry, winter berries..?
Saying goodbye to friends!",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.2,"A rather splendid smooth wine! Worth getting again!! Taste like: plum, oak, cherry, vanilla and dark fruit",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.2,"2021 Reserva is smooth, bold and balanced.  Berries without being overly fruity, hints of chocolate and rhubarb. ",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.0,"Nice and full bodied, only slightly tart. ",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,3.9,Really enjoyed this wine.  Very surprised in it’s fruitiness and palette smoothness.  I enjoyed the the almost sweet cherry and black fruit.  Very light in oak and associated tannins.  Will definitely purchase again. ,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,3.9,"Good wine still but lacks a little depth compared to previous years. Only had 30 mins decanted to be fair. Good depth of flavour. Smooth and low tannins as usual. Medium- tannins. Lots of black fruit, black currant, plum. Good smoke background. ",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.0,Nice smooth wine with a taste of vanilla any the front leading to a woody leather taste. Fruit all there but not overpowering ,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.1,Sweet berry fruits and black cherry up front melting into blackcurrant and wood notes with a finish of liquorice and smokiness but never losing that cherry sweetness. ,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.7,"Bloody lovely, sweet ripe fruit. Not to far off a port ",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.1,A smooth tasting wine with a dark fruit taste and an earthy hint.  A good buy!,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.0,"Very smooth on the pallet, lovely chocolatey taste with a hint of tannins. Slightly on the lighter side then I would have expected, chocolate plumbut overall a very nice wine to drink. ",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.1,Lekker fruitig en body ,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,3.5,Nice inky appearance. Black cherry and spice ,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.3,"Jammy, plum and cherry notes.  Smooth finish and it calms down a little once it's had time to breathe.",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.5,"Slightly sweet, but very smooth with definite hints of vanilla and darks fruits. Gets an extra half a star due to the value for money!",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.0,"Good flavour, stands up well with a smokey chilli con carne",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.2,Unreal rocket fuel. Sweet and smooth. Big oul magnum too,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.0,Good with dry rub baby back ribs with barbecue sauce ,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.2,"Beautiful drop of red, spicy and fruity with dry interesting notes.",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.8,Loved it. Went brilliantly with Chocolate Orange. ,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.5,"Smooth red wine, hint of spice afterwards but initially light",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.7,"Smooth, easy to drink. Oak and Vanilla taste",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.5,"Very drinkable, distinct notes of vanilla, plum and blackberry ",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.5,Great berry fruit taste with vanilla undertones. ,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,3.9,Lovely luscious Portuguese ref wine with lots of fruits ,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.5,"Wonderfull full flavour of dark berries, very typical for this grape",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,3.8,"plum oak cherry flavors. Little dry, great for pasta. ",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,3.9,"Nice and smooth, plum and cherry with gentle tannins ",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,3.1,Very smoky. Leathery. Hints of oak. Not sure it is to my taste. Too heavy. Only the one glass for me. ,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,1.4,"Not what I expected at all, mainly the overwhelming vinegar nose continues into a cinnamon spice that had little to go back to. ",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.0,"Porto no 3. Well balanced, beautiful smell, off dry, pretty oaky, but well incorporated. Quite young, grippy tannins at the end. Enjoyable. 3.7/5",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.2,"Smooth silky wine. Plum, dark cherry and chocolate. Balanced fruity sweet flavor with smooth tannin that slide down your throat. ",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.0,"Smooth and oaky, easy to drink. Pleasant nose, does not need a long time to open up. Not bold as I normally like, but a nice variation. ",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.0,"Nice smooth wine, with plenty of character.

got blackberry, wood and mushroom on the nose. 

Very jammy, strawberry and plum on the palate. ",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.0,"Very delicious red with lots of oak vanilla  cherry, plum and a slight leather note, part of Laithwaites top sellers and can see why. ",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.4,Striking! Very nice subtle cherry and plum and a mellow oak tannin just enough earthy to satisfy and just enough dark fruit to sing!,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,3.5,Fruity and smooth but lacks finesse . Slight chemical aftertaste ,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.1,"Wow wow wow. This rich portuguese red caught me by surprise. Very rich but there is no millilitre of harshness, dark fruit but also oak and chocolate. Good quality wine🍷👌🏼",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.5,"Absolutely stunning. Smooth oak, vanilla and plum with a lovely long finish. Could easily enjoy by itself or would be perfect with a bbq. ",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.2,"Peppery, spicy, light but smooth .. very interesting wine  great with cheese.  2nd bottle after 6 months just as good if not better",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,3.0,"Two words: WAAAAAY OVERPRICED, and proof that Vivino-users can really, totally & utterly have NO CLUE whatsoever (unless, perhaps, you drink your coffee black – as in: bitter.) Let me explain. We payed 9,50 euro for this Fava, and there’s not all that much wrong with it. UNTIL, like we did, you pour its sibling (the Vinha DA FONTE) right next to it in another glass. Then that sibling simply blows this Fava away: MUCH softer, MUCH sweeter, WAY LESS acidic. The FONTE is sooo much better — for a mere 6 EUROS!",Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
5485856,2021,4.8,Lovely dark fruit and smooth wine. Interesting how it changed after decanting for 2 hours. Initially a little tangy late flavour that became so pleasantly smooth after 2 hours. ,Casa Ermelinda Freitas,Vinha do Fava 2021,4.0,377,12.05,Península de Setúbal,Portugal
